Category,Pizza Size,Crust/Item,Component Type,Component Name,Serving Size,Weight (g),Calories,Calories from Fat,Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrates (g),Fiber (g),Total Sugars (g),Protein (g)
6" PERSONAL,Personal,Hand Tossed,Crust,Hand Tossed,1/2 of pizza,72,180,20,2.5,0,0,0,180,33,1,1,6
6" PERSONAL,Personal,Hand Tossed,Sauce,Pizza Sauce,per serving,14,5,0,0,0,0,0,50,1,0,1,0
6" PERSONAL,Personal,Hand Tossed,Sauce,BBQ Sauce,per serving,11,20,0,0,0,0,0,135,4,0,4,0
6" PERSONAL,Personal,Hand Tossed,Sauce,Hearty Marinara,per serving,14,10,0,0,0,0,0,90,1,0,1,0
6" PERSONAL,Personal,Hand Tossed,Cheese Only,Light Cheese,per serving,11,30,20,2,1.5,0,5,65,1,0,0,3
6" PERSONAL,Personal,Hand Tossed,Cheese Only,Regular Cheese,per serving,25,70,45,5,3,0,15,150,1,0,0,6
6" PERSONAL,Personal,Hand Tossed,Cheese Only,Extra Cheese,per serving,25,70,45,5,3,0,15,150,1,0,0,6
6" PERSONAL,Personal,Hand Tossed,Cheese Only,Double Cheese,per serving,35,100,60,7,4.5,0,25,210,2,0,0,9
6" PERSONAL,Personal,Hand Tossed,Cheese Only,Triple Cheese,per serving,46,130,80,9,6,0,30,270,2,0,0,11
6" PERSONAL,Personal,Hand Tossed,Cheese With Toppings,Light Cheese,per serving,11,30,20,2,1.5,0,5,65,1,0,0,3
6" PERSONAL,Personal,Hand Tossed,Cheese With Toppings,Regular Cheese,per serving,18,50,30,3.5,2,0,10,105,1,0,0,4
6" PERSONAL,Personal,Hand Tossed,Cheese With Toppings,Extra Cheese,per serving,25,70,45,5,3,0,15,150,1,0,0,6
6" PERSONAL,Personal,Hand Tossed,Cheese With Toppings,Double Cheese,per serving,35,100,60,7,4.5,0,25,210,2,0,0,9
6" PERSONAL,Personal,Hand Tossed,Cheese With Toppings,Triple Cheese,per serving,46,130,80,9,6,0,30,270,2,0,0,11
6" PERSONAL,Personal,Hand Tossed,1-Topping,White Processed Cheddar Cheese,per serving,7,25,15,2,1,0,5,140,1,0,0,1
6" PERSONAL,Personal,Hand Tossed,1-Topping,Bacon Strip Crumble,per serving,7,30,20,2,0.5,0,5,130,0,0,0,3
6" PERSONAL,Personal,Hand Tossed,1-Topping,Beef Crumble,per serving,7,20,20,2,1,0,5,55,0,0,0,1
6" PERSONAL,Personal,Hand Tossed,1-Topping,Black Olives,per serving,4.5,5,0,0.5,0,0,0,0,0,0,0,0
6" PERSONAL,Personal,Hand Tossed,1-Topping,Cheddar Cheese,per serving,7,30,20,2.5,1.5,0,5,50,0,0,0,2
6" PERSONAL,Personal,Hand Tossed,1-Topping,Chicken,per serving,7,10,0,0,0,0,5,40,0,0,0,1
6" PERSONAL,Personal,Hand Tossed,1-Topping,Feta Cheese,per serving,7,20,15,1.5,1,0,5,115,0,0,0,1
6" PERSONAL,Personal,Hand Tossed,1-Topping,Green Peppers,per serving,4.5,0,0,0,0,0,0,0,0,0,0,0
6" PERSONAL,Personal,Hand Tossed,1-Topping,Ham,per serving,9,10,0,0,0,0,5,125,0,0,0,2
6" PERSONAL,Personal,Hand Tossed,1-Topping,Banana Peppers,per serving,4.5,0,0,0,0,0,0,60,0,0,0,0
6" PERSONAL,Personal,Hand Tossed,1-Topping,Jalapeño Peppers,per serving,4.5,0,0,0,0,0,0,75,0,0,0,0
6" PERSONAL,Personal,Hand Tossed,1-Topping,Mushrooms,per serving,4.5,0,0,0,0,0,0,0,0,0,0,0
6" PERSONAL,Personal,Hand Tossed,1-Topping,Onions,per serving,4.5,0,0,0,0,0,0,0,0,0,0,0
6" PERSONAL,Personal,Hand Tossed,1-Topping,Pepperoni,per serving,7,30,25,3,1,0,5,135,0,0,0,2
6" PERSONAL,Personal,Hand Tossed,1-Topping,Extra-Large Pepperoni,per serving,9,45,35,4,1.5,0,10,160,0,0,0,2
6" PERSONAL,Personal,Hand Tossed,1-Topping,Philly Steak,per serving,7,10,5,0.5,0,0,5,80,0,0,0,1
6" PERSONAL,Personal,Hand Tossed,1-Topping,Pineapple,per serving,4.5,0,0,0,0,0,0,0,1,0,1,0
6" PERSONAL,Personal,Hand Tossed,1-Topping,Provolone Cheese,per serving,11,35,20,2.5,1.5,0,10,50,1,0,0,3
6" PERSONAL,Personal,Hand Tossed,1-Topping,Salami,per serving,12,30,20,2,1,0,5,150,1,0,0,2
6" PERSONAL,Personal,Hand Tossed,1-Topping,Sausage,per serving,7,20,15,1.5,0.5,0,5,10,0,0,0,1
6" PERSONAL,Personal,Hand Tossed,1-Topping,Shredded Parmesan Asiago,per serving,7,25,15,2,1,0,5,60,1,0,0,2
6" PERSONAL,Personal,Hand Tossed,1-Topping,Tomatoes,per serving,19,0,0,0,0,0,0,0,1,0,0,0
6" PERSONAL,Personal,Hand Tossed,1-Topping,Anchovies*,per serving,14,25,10,1,0,0,10,840,0,0,0,4
6" PERSONAL,Personal,Hand Tossed,1-Topping,Green Olives*,per serving,4.5,0,0,0,0,0,0,70,0,0,0,0
Small,Small,Gluten Free,Crust,Gluten Free,1/3 of pizza,60,130,10,1.5,0,0,0,140,28,1,3,2
Small,Small,Gluten Free,Sauce,Pizza Sauce,per serving,28,15,0,0,0,0,0,100,3,1,1,1
Small,Small,Gluten Free,Sauce,Alfredo Sauce,per serving,14,35,30,3,2,0,10,85,0,0,0,0
Small,Small,Gluten Free,Sauce,BBQ Sauce,per serving,14,25,0,0,0,0,0,180,6,0,5,0
Small,Small,Gluten Free,Sauce,Garlic Parmesan White Sauce,per serving,14,60,60,6,1,0,5,135,1,0,0,0
Small,Small,Gluten Free,Sauce,Hearty Marinara Sauce,per serving,28,15,0,0,0,0,0,180,3,1,2,1
Small,Small,Gluten Free,Sauce,Ranch,per serving,28,70,60,7,1,0,5,120,1,0,1,0
Small,Small,Gluten Free,Sauce,Donair Sauce*,per serving,28,45,5,0,0,0,0,20,10,0,8,1
Small,Small,Gluten Free,Cheese Only,Light Cheese,per serving,24,70,40,4.5,3,0,15,140,1,0,0,6
Small,Small,Gluten Free,Cheese Only,Regular Cheese,per serving,47,140,80,9,6,0,30,280,2,0,0,11
Small,Small,Gluten Free,Cheese Only,Extra Cheese,per serving,66,190,120,13,8,0,45,390,3,1,0,16
Small,Small,Gluten Free,Cheese Only,Double Cheese,per serving,66,190,120,13,8,0,45,390,3,1,0,16
Small,Small,Gluten Free,Cheese Only,Triple Cheese,per serving,82,240,140,16,10,0.5,55,490,4,1,0,20
Small,Small,Gluten Free,Cheese With Toppings,Light Cheese,per serving,24,70,40,4.5,3,0,15,140,1,0,0,6
Small,Small,Gluten Free,Cheese With Toppings,Regular Cheese,per serving,33,100,60,6,4,0,20,200,2,0,0,8
Small,Small,Gluten Free,Cheese With Toppings,Extra Cheese,per serving,47,140,80,9,6,0,30,280,2,0,0,11
Small,Small,Gluten Free,Cheese With Toppings,Double Cheese,per serving,66,190,120,13,8,0,45,390,3,1,0,16
Small,Small,Gluten Free,Cheese With Toppings,Triple Cheese,per serving,82,240,140,16,10,0.5,55,490,4,1,0,20
Small,Small,Gluten Free,1-Topping,White Processed Cheddar Cheese,per serving,19,60,40,4.5,3,0,15,370,1,0,0,3
Small,Small,Gluten Free,1-Topping,Bacon Strip Crumble,per serving,14,60,35,4,1.5,0,15,260,1,0,0,5
Small,Small,Gluten Free,1-Topping,Beef Crumble,per serving,24,70,60,6,2.5,0,20,180,0,0,0,3
Small,Small,Gluten Free,1-Topping,Black Olives,per serving,14,20,15,2,0,0,0,0,0,0,0,0
Small,Small,Gluten Free,1-Topping,Cheddar Cheese,per serving,9,40,30,3,2,0,10,65,0,0,0,2
Small,Small,Gluten Free,1-Topping,Chicken,per serving,24,30,5,0.5,0,0,10,125,1,0,0,5
Small,Small,Gluten Free,1-Topping,Feta Cheese,per serving,9,25,20,2,1.5,0,5,150,0,0,0,2
Small,Small,Gluten Free,1-Topping,Green Peppers,per serving,14,0,0,0,0,0,0,0,1,0,0,0
Small,Small,Gluten Free,1-Topping,Ham,per serving,21,20,5,0.5,0,0,10,270,0,0,0,3
Small,Small,Gluten Free,1-Topping,Banana Peppers,per serving,14,0,0,0,0,0,0,210,1,0,0,0
Small,Small,Gluten Free,1-Topping,Jalapeño Peppers,per serving,14,0,0,0,0,0,0,260,1,0,0,0
Small,Small,Gluten Free,1-Topping,Mushrooms,per serving,24,5,0,0,0,0,0,0,1,0,0,1
Small,Small,Gluten Free,1-Topping,Onions,per serving,14,5,0,0,0,0,0,0,1,0,1,1
Small,Small,Gluten Free,1-Topping,Pepperoni,per serving,12,50,40,4.5,2,0,10,220,0,0,0,3
Small,Small,Gluten Free,1-Topping,Extra-Large Pepperoni,per serving,13,60,50,5,2,0,10,210,0,0,0,20
Small,Small,Gluten Free,1-Topping,Philly Steak,per serving,19,30,15,1.5,0.5,0,10,220,1,0,0,3
Small,Small,Gluten Free,1-Topping,Pineapple,per serving,24,15,0,0,0,0,0,0,4,0,4,0
Small,Small,Gluten Free,1-Topping,Provolone Cheese,per serving,9,30,20,2,1.5,0,5,45,1,0,0,2
Small,Small,Gluten Free,1-Topping,Salami,per serving,27,70,45,5,2.5,0,15,320,2,0,0,4
Small,Small,Gluten Free,1-Topping,Roasted Red Pepper,per serving,14,5,0,0,0,0,0,20,1,0,0,0
Small,Small,Gluten Free,1-Topping,Sausage,per serving,24,70,50,6,2,0,15,30,1,0,0,3
Small,Small,Gluten Free,1-Topping,Shredded Parmesan Asiago,per serving,9,35,20,2.5,1.5,0,10,80,1,0,0,3
Small,Small,Gluten Free,1-Topping,Tomatoes,per serving,19,0,0,0,0,0,0,0,1,0,0,0
Small,Small,Gluten Free,1-Topping,Donair Meat*,per serving,79,200,110,12,5,0,50,710,10,1,1,11
Small,Small,Gluten Free,1-Topping,Green Olive*,per serving,14,15,10,1,0,0,0,230,1,0,0,0
Small,Small,Thin Crust,Crust,Hand Tossed (Thin),1/4 of pizza,29,110,40,4.5,1,0,0,15,14,2,1,3
Small,Small,Thin Crust,Sauce,Pizza Sauce,per serving,21,10,0,0,0,0,0,75,2,1,1,0
Small,Small,Thin Crust,Sauce,Alfredo Sauce,per serving,11,25,20,2.5,1.5,0,5,65,1,0,0,1
Small,Small,Thin Crust,Sauce,BBQ Sauce,per serving,11,20,0,0,0,0,0,135,4,0,4,0
Small,Small,Thin Crust,Sauce,Garlic Parmesan White Sauce,per serving,11,45,45,5,1,0,5,100,1,0,0,0
Small,Small,Thin Crust,Sauce,Hearty Marinara Sauce,per serving,21,10,0,0,0,0,0,135,2,0,1,0
Small,Small,Thin Crust,Sauce,Ranch,per serving,11,50,45,5,1,0,0,90,0,0,0,0
Small,Small,Thin Crust,Sauce,Donair Sauce*,per serving,21,35,0,0,0,0,0,15,7,0,6,0
Small,Small,Thin Crust,Cheese Only,Light Cheese,per serving,18,50,30,3.5,2,0,10,105,1,0,0,4
Small,Small,Thin Crust,Cheese Only,Regular Cheese,per serving,35,100,60,7,4.5,0,25,210,2,0,0,9
Small,Small,Thin Crust,Cheese Only,Extra Cheese,per serving,50,140,90,10,6,0,30,290,2,0,0,12
Small,Small,Thin Crust,Cheese Only,Double Cheese,per serving,50,140,90,10,6,0,30,290,2,0,0,12
Small,Small,Thin Crust,Cheese Only,Triple Cheese,per serving,62,180,110,12,8,0,40,360,3,1,0,15
Small,Small,Thin Crust,Cheese With Toppings,Light Cheese,per serving,18,50,30,3.5,2,0,10,105,1,0,0,4
Small,Small,Thin Crust,Cheese With Toppings,Regular Cheese,per serving,25,70,45,5,3,0,15,150,1,0,0,6
Small,Small,Thin Crust,Cheese With Toppings,Extra Cheese,per serving,35,100,60,7,4.5,0,25,210,2,0,0,9
Small,Small,Thin Crust,Cheese With Toppings,Double Cheese,per serving,50,140,90,10,6,0,30,290,2,0,0,12
Small,Small,Thin Crust,Cheese With Toppings,Triple Cheese,per serving,62,180,110,12,8,0,40,360,3,1,0,15
Small,Small,Thin Crust,1-Topping,White Processed Cheddar Cheese,per serving,14,45,30,3.5,2,0,10,280,1,0,0,2
Small,Small,Thin Crust,1-Topping,Bacon Strip Crumble,per serving,11,45,25,3,1,0,10,190,1,0,0,4
Small,Small,Thin Crust,1-Topping,Beef Crumble,per serving,18,50,45,5,2,0,15,135,0,0,0,2
Small,Small,Thin Crust,1-Topping,Black Olives,per serving,11,15,10,1.5,0,0,0,0,0,0,0,0
Small,Small,Thin Crust,1-Topping,Cheddar Cheese,per serving,7,30,20,2.5,1.5,0,5,50,0,0,0,2
Small,Small,Thin Crust,1-Topping,Chicken,per serving,18,20,0,0,0,0,10,95,1,0,0,4
Small,Small,Thin Crust,1-Topping,Feta Cheese,per serving,7,20,15,1.5,1,0,5,115,0,0,0,1
Small,Small,Thin Crust,1-Topping,Green Peppers,per serving,11,0,0,0,0,0,0,0,0,0,0,0
Small,Small,Thin Crust,1-Topping,Ham,per serving,16,15,0,0.5,0,0,10,200,0,0,0,3
Small,Small,Thin Crust,1-Topping,Banana Peppers,per serving,11,0,0,0,0,0,0,160,0,0,0,0
Small,Small,Thin Crust,1-Topping,Jalapeño Peppers,per serving,11,0,0,0,0,0,0,190,0,0,0,0
Small,Small,Thin Crust,1-Topping,Mushrooms,per serving,18,0,0,0,0,0,0,0,1,0,0,1
Small,Small,Thin Crust,1-Topping,Onions,per serving,11,0,0,0,0,0,0,0,1,0,0,0
Small,Small,Thin Crust,1-Topping,Pepperoni,per serving,9,40,30,3.5,1.5,0,10,170,0,0,0,2
Small,Small,Thin Crust,1-Topping,Extra-Large Pepperoni,per serving,9,45,35,4,1.5,0,10,160,0,0,0,2
Small,Small,Thin Crust,1-Topping,Philly Steak,per serving,14,20,10,1,0,0,5,160,1,0,0,2
Small,Small,Thin Crust,1-Topping,Pineapple,per serving,18,10,0,0,0,0,0,0,3,0,3,0
Small,Small,Thin Crust,1-Topping,Provolone Cheese,per serving,7,25,15,1.5,1,0,5,35,0,0,0,2
Small,Small,Thin Crust,1-Topping,Salami,per serving,20,50,30,3.5,1.5,0,10,240,2,0,0,3
Small,Small,Thin Crust,1-Topping,Roasted Red Pepper,per serving,11,0,0,0,0,0,0,15,0,0,0,0
Small,Small,Thin Crust,1-Topping,Sausage,per serving,18,50,40,4.5,1.5,0,15,25,1,0,0,3
Small,Small,Thin Crust,1-Topping,Shredded Parmesan Asiago,per serving,7,25,15,2,1,0,5,60,1,0,0,2
Small,Small,Thin Crust,1-Topping,Tomatoes,per serving,14,0,0,0,0,0,0,0,1,0,0,0
Small,Small,Thin Crust,1-Topping,Donair Meat*,per serving,59,150,80,9,3.5,0,40,530,7,0,0,8
Small,Small,Thin Crust,1-Topping,Green Olive*,per serving,11,10,10,1,0,0,0,170,0,0,0,0
Small,Small,Hand Tossed,Crust,Hand Tossed,1/6 of pizza,45,120,15,2,0,0,0,125,21,1,1,4
Small,Small,Hand Tossed,Sauce,Pizza Sauce,per serving,14,5,0,0,0,0,0,50,1,0,1,0
Small,Small,Hand Tossed,Sauce,Alfredo Sauce,per serving,7,15,15,1.5,1,0,5,45,0,0,0,0
Small,Small,Hand Tossed,Sauce,BBQ Sauce,per serving,7,15,0,0,0,0,0,90,3,0,2,0
Small,Small,Hand Tossed,Sauce,Garlic Parmesan White Sauce,per serving,7,30,30,3,0.5,0,0,65,0,0,0,0
Small,Small,Hand Tossed,Sauce,Hearty Marinara Sauce,per serving,14,10,0,0,0,0,0,90,1,0,1,0
Small,Small,Hand Tossed,Sauce,Ranch,per serving,7,35,30,3.5,0.5,0,0,60,0,0,0,0
Small,Small,Hand Tossed,Sauce,Donair Sauce*,per serving,14,20,0,0,0,0,0,10,5,0,4,0
Small,Small,Hand Tossed,Cheese Only,Light Cheese,per serving,12,35,20,2.5,1.5,0,10,70,1,0,0,3
Small,Small,Hand Tossed,Cheese Only,Regular Cheese,per serving,24,70,40,4.5,3,0,15,140,1,0,0,6
Small,Small,Hand Tossed,Cheese Only,Extra Cheese,per serving,33,100,60,6,4,0,20,200,2,0,0,8
Small,Small,Hand Tossed,Cheese Only,Double Cheese,per serving,33,100,60,6,4,0,20,200,2,0,0,8
Small,Small,Hand Tossed,Cheese Only,Triple Cheese,per serving,41,120,70,8,5,0,25,240,2,0,0,10
Small,Small,Hand Tossed,Cheese With Toppings,Light Cheese,per serving,12,35,20,2.5,1.5,0,10,70,1,0,0,3
Small,Small,Hand Tossed,Cheese With Toppings,Regular Cheese,per serving,17,50,30,3,2,0,10,100,1,0,0,4
Small,Small,Hand Tossed,Cheese With Toppings,Extra Cheese,per serving,24,70,40,4.5,3,0,15,140,1,0,0,6
Small,Small,Hand Tossed,Cheese With Toppings,Double Cheese,per serving,33,100,60,6,4,0,20,200,2,0,0,8
Small,Small,Hand Tossed,Cheese With Toppings,Triple Cheese,per serving,41,120,70,8,5,0,25,240,2,0,0,10
Small,Small,Hand Tossed,1-Topping,White Processed Cheddar Cheese,per serving,9,30,20,2.5,1.5,0,10,190,1,0,0,2
Small,Small,Hand Tossed,1-Topping,Bacon Strip Crumble,per serving,7,30,20,2,0.5,0,5,130,0,0,0,3
Small,Small,Hand Tossed,1-Topping,Beef Crumble,per serving,12,35,30,3,1.5,0,10,90,0,0,0,2
Small,Small,Hand Tossed,1-Topping,Black Olives,per serving,7,10,10,1,0,0,0,0,0,0,0,0
Small,Small,Hand Tossed,1-Topping,Cheddar Cheese,per serving,4.5,20,15,1.5,1,0,5,35,0,0,0,1
Small,Small,Hand Tossed,1-Topping,Chicken,per serving,12,15,0,0,0,0,5,65,1,0,0,2
Small,Small,Hand Tossed,1-Topping,Feta Cheese,per serving,4.5,15,10,1,0.5,0,5,75,0,0,0,1
Small,Small,Hand Tossed,1-Topping,Green Peppers,per serving,7,0,0,0,0,0,0,0,0,0,0,0
Small,Small,Hand Tossed,1-Topping,Ham,per serving,10,10,0,0,0,0,5,135,0,0,0,2
Small,Small,Hand Tossed,1-Topping,Banana Peppers,per serving,7,0,0,0,0,0,0,105,0,0,0,0
Small,Small,Hand Tossed,1-Topping,Jalapeño Peppers,per serving,7,0,0,0,0,0,0,130,0,0,0,0
Small,Small,Hand Tossed,1-Topping,Mushrooms,per serving,12,0,0,0,0,0,0,0,0,0,0,0
Small,Small,Hand Tossed,1-Topping,Onions,per serving,7,0,0,0,0,0,0,0,1,0,0,0
Small,Small,Hand Tossed,1-Topping,Pepperoni,per serving,6,25,20,2.5,1,0,5,110,0,0,0,1
Small,Small,Hand Tossed,1-Topping,Extra-Large Pepperoni,per serving,6,30,25,3,1,0,5,105,0,0,0,1
Small,Small,Hand Tossed,1-Topping,Philly Steak,per serving,9,15,5,1,0,0,5,110,0,0,0,1
Small,Small,Hand Tossed,1-Topping,Pineapple,per serving,12,10,0,0,0,0,0,0,2,0,2,0
Small,Small,Hand Tossed,1-Topping,Provolone Cheese,per serving,4.5,15,10,1,0.5,0,5,20,0,0,0,1
Small,Small,Hand Tossed,1-Topping,Roasted Red Pepper,per serving,7,0,0,0,0,0,0,10,0,0,0,0
Small,Small,Hand Tossed,1-Topping,Salami,per serving,13,35,20,2.5,1,0,5,160,1,0,0,2
Small,Small,Hand Tossed,1-Topping,Sausage,per serving,12,35,25,3,1,0,10,15,1,0,0,2
Small,Small,Hand Tossed,1-Topping,Shredded Parmesan Asiago,per serving,4.5,15,10,1,1,0,5,40,0,0,0,1
Small,Small,Hand Tossed,1-Topping,Tomatoes,per serving,9,0,0,0,0,0,0,0,0,0,0,0
Small,Small,Hand Tossed,1-Topping,Donair Meat*,per serving,39,100,50,6,2.5,0,25,360,5,0,0,5
Small,Small,Hand Tossed,1-Topping,Green Olive*,per serving,7,5,5,0.5,0,0,0,115,0,0,0,0
Medium,Medium,Crunchy Thin,Crust,Hand Tossed (Thin),1/4 of pizza,44,160,60,7,1.5,0,0,20,22,3,1,4
Medium,Medium,Crunchy Thin,Sauce,Pizza Sauce,per serving,30,15,0,0,0,0,0,110,3,1,1,1
Medium,Medium,Crunchy Thin,Sauce,Alfredo Sauce,per serving,21,50,45,5,3,0,15,130,1,0,0,1
Medium,Medium,Crunchy Thin,Sauce,BBQ Sauce,per serving,21,40,0,0,0,0,0,270,8,0,7,0
Medium,Medium,Crunchy Thin,Sauce,Garlic Parmesan White Sauce,per serving,21,90,90,10,1.5,0,5,200,1,0,1,1
Medium,Medium,Crunchy Thin,Sauce,Hearty Marinara Sauce,per serving,30,15,0,0,0,0,0,190,3,1,2,1
Medium,Medium,Crunchy Thin,Sauce,Ranch,per serving,21,100,90,10,1.5,0,5,180,1,0,1,0
Medium,Medium,Crunchy Thin,Sauce,Donair Sauce*,per serving,30,50,5,0,0,0,0,20,10,0,9,1
Medium,Medium,Crunchy Thin,Cheese Only,Light Cheese,per serving,25,70,45,5,3,0,15,150,1,0,0,6
Medium,Medium,Crunchy Thin,Cheese Only,Regular Cheese,per serving,53,150,90,10,7,0,35,310,3,1,0,13
Medium,Medium,Crunchy Thin,Cheese Only,Extra Cheese,per serving,25,70,45,5,3,0,15,150,1,0,0,6
Medium,Medium,Crunchy Thin,Cheese Only,Double Cheese,per serving,53,150,90,10,7,0,35,310,3,1,0,13
Medium,Medium,Crunchy Thin,Cheese Only,Triple Cheese,per serving,89,260,160,17,11,0.5,60,520,4,1,0,21
Medium,Medium,Crunchy Thin,Cheese With Toppings,Light Cheese,per serving,25,70,45,5,3,0,15,150,1,0,0,6
Medium,Medium,Crunchy Thin,Cheese With Toppings,Regular Cheese,per serving,35,100,60,7,4.5,0,25,210,2,0,0,9
Medium,Medium,Crunchy Thin,Cheese With Toppings,Extra Cheese,per serving,53,150,90,10,7,0,35,310,3,1,0,13
Medium,Medium,Crunchy Thin,Cheese With Toppings,Double Cheese,per serving,71,210,120,14,9,0,45,420,3,1,0,17
Medium,Medium,Crunchy Thin,Cheese With Toppings,Triple Cheese,per serving,89,260,160,17,11,0.5,60,520,4,1,0,21
Medium,Medium,Crunchy Thin,1-Topping,White Processed Cheddar Cheese,per serving,21,70,50,5,3.5,0,20,420,2,0,1,4
Medium,Medium,Crunchy Thin,1-Topping,Bacon Strip Crumble,per serving,14,60,35,4,1.5,0,15,260,1,0,0,5
Medium,Medium,Crunchy Thin,1-Topping,Beef Crumble,per serving,25,80,60,7,3,0,20,190,0,0,0,3
Medium,Medium,Crunchy Thin,1-Topping,Black Olives,per serving,14,20,15,2,0,0,0,0,0,0,0,0
Medium,Medium,Crunchy Thin,1-Topping,Cheddar Cheese,per serving,19,80,60,6,4,0,20,135,0,0,0,5
Medium,Medium,Crunchy Thin,1-Topping,Chicken,per serving,25,30,5,0.5,0,0,10,130,1,0,0,5
Medium,Medium,Crunchy Thin,1-Topping,Feta Cheese,per serving,11,30,20,2,1.5,0,10,170,0,0,0,2
Medium,Medium,Crunchy Thin,1-Topping,Green Peppers,per serving,14,0,0,0,0,0,0,0,1,0,0,0
Medium,Medium,Crunchy Thin,1-Topping,Ham,per serving,24,25,5,1,0,0,10,310,1,0,0,4
Medium,Medium,Crunchy Thin,1-Topping,Banana Peppers,per serving,14,0,0,0,0,0,0,210,1,0,0,0
Medium,Medium,Crunchy Thin,1-Topping,Jalapeño Peppers,per serving,14,0,0,0,0,0,0,260,1,0,0,0
Medium,Medium,Crunchy Thin,1-Topping,Mushrooms,per serving,25,5,0,0,0,0,0,0,1,0,0,1
Medium,Medium,Crunchy Thin,1-Topping,Onions,per serving,14,5,0,0,0,0,0,0,1,0,1,0
Medium,Medium,Crunchy Thin,1-Topping,Pepperoni,per serving,13,60,45,5,2,0,15,250,1,0,0,3
Medium,Medium,Crunchy Thin,1-Topping,Extra-Large Pepperoni,per serving,14,70,60,6,2.5,0,15,240,0,0,0,3
Medium,Medium,Crunchy Thin,1-Topping,Philly Steak,per serving,18,25,15,1.5,0.5,0,10,200,1,0,0,3
Medium,Medium,Crunchy Thin,1-Topping,Pineapple,per serving,25,15,0,0,0,0,0,0,4,0,4,0
Medium,Medium,Crunchy Thin,1-Topping,Provolone Cheese,per serving,14,45,30,3,2,0,10,65,1,0,0,4
Medium,Medium,Crunchy Thin,1-Topping,Roasted Red Pepper,per serving,14,5,0,0,0,0,0,20,1,0,0,0
Medium,Medium,Crunchy Thin,1-Topping,Salami,per serving,30,80,50,5,2.5,0,15,360,2,0,0,5
